dataset,faithful_rate,rule_violation_rate,agent_full_rate,avg_valid_counterfactuals,avg_invalid_counterfactuals,prediction_improvement_rate,num_instances,num_counterfactuals_total,num_actionable,num_faithful
diabetes,51.2,48.8,90.0,5.0,0.0,51.2,50,250,250,128
